"Subtotal","Shipping","Taxes","Total","Discount Amount","Lineitem quantity","Lineitem price","Refunded Amount","Outstanding Balance","Lineitem discount"
59.49,0,3.27,62.76,0,1,6,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
11.2,0,0.62,11.82,0,1,11.2,0,0,0
60,0,3.3,63.3,0,2,30,0,0,0
37,0,2.04,39.04,31,1,21,0,0,10.5
4,0,0.22,4.22,0,1,4,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
8,0,0.44,8.44,0,1,6,0,0,0
49,0,2.7,51.7,0,1,49,0,0,0
13,0,0.72,13.72,0,1,13,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
53,0,2.92,55.92,0,1,18,0,0,0
36,0,1.98,37.98,0,1,12,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
180.98,0,9.96,190.94,0,1,16.49,0,0,0
34,0,1.87,35.87,0,1,34,0,0,0
13,0,0.72,13.72,0,1,5,0,0,0
23.99,0,1.32,25.31,0,1,16.99,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
26,0,1.43,27.43,0,1,26,0,0,0
40,0,2.2,42.2,0,1,4,0,0,0
83.99,0,4.62,88.61,0,1,18,0,0,0
21.5,0,1.2,22.7,0,1,2.5,0,0,0
28,0,1.55,29.55,4,3,8,0,0,0
45,0,2.48,47.48,0,1,45,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
36.94,0,2.03,38.97,0,1,18.99,0,0,0
61.95,0,3.41,65.36,0,1,14,0,0,0
65,0,3.58,68.58,0,1,12,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
27.5,0,1.52,29.02,0,1,5.5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
49.75,0,2.74,52.49,0,1,6,0,0,0
58,0,3.2,61.2,0,1,6,0,0,0
23.98,0,1.32,25.3,0,2,11.99,0,0,0
22,0,1.21,23.21,0,1,10,0,0,0
20,0,1.11,21.11,0,1,15,0,0,0
40,0,2.2,42.2,0,1,28,0,0,0
10.99,0,0.6,11.59,0,1,10.99,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
51,0,2.81,53.81,0,1,6,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
38,0,2.1,40.1,0,2,10,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
19,0,1.05,20.05,0,1,12,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
29,0,1.6,30.6,0,1,25,0,0,0
16.99,0,0.93,17.92,0,1,16.99,0,0,0
35,0,1.94,36.94,5,1,20,0,0,0
29.4,5,0,34.4,19.6,1,25,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
40.95,0,2.25,43.2,0,1,12,0,0,0
44.9,0,2.48,47.38,0,2,0.95,0,0,0
14.74,0,0.81,15.55,0,1,9,0,0,0
5.5,0,0.31,5.81,0,1,2.5,0,0,0
17,0,0.94,17.94,0,1,10,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
15,0,0.84,15.84,0,1,3,0,0,0
59,0,3.25,62.25,0,1,30,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
44.99,0,2.47,47.46,0,1,44.99,0,0,0
8,0,0.45,8.45,0,2,2.5,0,0,0
9,0,0.5,9.5,0,1,5,0,0,0
40.5,0,2.23,42.73,0,1,18,0,0,0
40,7.37,0,47.37,0,2,20,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
16,0,0.88,16.88,0,1,8,0,0,0
5.5,0,0.31,5.81,0,1,2.5,0,0,0
189.93,0,10.45,200.38,0,1,49,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
24.99,0,1.38,26.37,0,1,5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
31,0,1.71,32.71,0,1,15,0,0,0
3.5,0,0.2,3.7,0,1,0.5,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
59,0,3.25,62.25,0,1,16,0,0,0
9.9,0,0.55,10.45,0,1,4,0,0,0
30,0,1.65,31.65,0,1,22,0,0,0
30,0,1.65,31.65,0,2,15,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
18,0,0.99,18.99,0,2,9,0,0,0
18,0,0.99,18.99,0,1,6,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
29,0,1.6,30.6,0,1,26,0,0,0
9.9,0,0.55,10.45,0,2,0.95,0,0,0
18.95,0,1.04,19.99,0,1,10,0,0,0
3.5,0,0.2,3.7,0,1,3.5,0,0,0
44,0,2.42,46.42,0,1,6,0,0,0
25,0,1.38,26.38,0,1,20,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
53.98,0,2.98,56.96,0,1,5,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
3,0,0.17,3.17,2,1,5,0,0,2
7,0,0.39,7.39,0,1,2.5,0,0,0
3.5,0,0.2,3.7,0,1,3.5,0,0,0
72.74,0,4.02,76.76,0,1,16.99,0,0,0
11,0,0.61,11.61,0,1,11,0,0,0
70,0,3.86,73.86,0,1,20,0,0,0
6,0,0.33,6.33,0,3,2,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
160.99,0,8.86,169.85,0,2,16,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
77,0,4.25,81.25,0,1,10,0,0,0
20,0,1.1,21.1,0,1,4,0,0,0
87,0,4.79,91.79,0,1,29,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
26,0,1.44,27.44,0,1,15,0,0,0
15.2,0,0.84,16.04,0,1,4,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
47,0,2.59,49.59,0,1,23,0,0,0
24,0,1.32,25.32,0,1,20,0,0,0
3.38,0,0.19,3.57,0,2,1.69,0,0,0
28.49,0,1.57,30.06,0,1,2.5,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
28,0,1.54,29.54,0,2,14,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
105,0,5.79,110.79,0,1,15,0,0,0
33,0,1.82,34.82,0,1,25,0,0,0
24,0,1.33,25.33,0,1,9,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
34,0,1.88,35.88,0,1,9,0,0,0
20,0,1.11,21.11,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
37.99,0,2.09,40.08,0,1,37.99,0,0,0
4.25,0,0.23,4.48,0,1,4.25,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
52.49,0,2.89,55.38,0,1,16.49,0,0,0
173,0,9.52,182.52,0,1,155,0,0,0
20,0,1.1,21.1,0,1,16,0,0,0
44.5,0,2.46,46.96,0,1,22,0,0,0
24,0,1.33,25.33,0,1,19,0,0,0
27,0,1.49,28.49,0,1,8,0,0,0
72.73,0,4,76.73,0,1,7.99,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
20,0,1.11,21.11,0,1,12,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
63,0,3.47,66.47,0,1,19,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
30,0,1.65,31.65,0,1,2,0,0,0
7,0,0.39,7.39,0,1,5,0,0,0
16.95,0,0.94,17.89,0,1,9,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
43,0,2.38,45.38,0,1,5,0,0,0
0,0,0,0,0,1,0,0,0,0
27,0,1.49,28.49,22,1,32,0,0,16
35,0,1.93,36.93,0,1,5,0,0,0
120,0,6.61,126.61,0,2,18,0,0,0
45.98,0,2.52,48.5,0,1,24.99,0,0,0
30,0,0,30,0,1,30,0,0,0
275.5,0,15.17,290.67,0,1,3.5,0,0,0
220.97,0,12.16,233.13,0,1,12,0,0,0
5.5,0,0.31,5.81,0,1,3,0,0,0
29,0,1.6,30.6,0,1,29,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
18,7.37,1.4,26.77,0,1,18,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
31.9,0,1.76,33.66,0,1,3,0,0,0
37.99,0,2.09,40.08,0,1,25,0,0,0
40,0,2.2,42.2,0,1,22,0,0,0
73,0,4.02,77.02,0,1,16,0,0,0
29,0,1.6,30.6,0,1,29,0,0,0
138.92,0,7.65,146.57,0,1,24.99,0,0,0
14.99,0,0.82,15.81,0,1,4.99,0,0,0
144.96,0,7.97,152.93,0,1,20.99,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
29,0,1.61,30.61,0,1,3,0,0,0
28.49,0,1.58,30.07,0,1,3.5,0,0,0
13,0,0.72,13.72,0,1,4,0,0,0
33.5,0,1.84,35.34,10,2,2,0,0,0
41,0,2.26,43.26,0,1,12,0,0,0
21,0,1.16,22.16,0,1,9,0,0,0
15,0,0.83,15.83,5,1,20,0,0,0
108,0,5.94,113.94,0,1,84,0,0,0
0.5,0,0.03,0.53,0,1,0.5,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
22.99,0,1.26,24.25,0,1,0.99,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
128.74,0,7.1,135.84,0,1,49,0,0,0
19,0,1.05,20.05,0,1,5,0,0,0
32,0,1.76,33.76,0,1,12,0,0,0
38,0,2.1,40.1,0,1,8,0,0,0
38,0,2.09,40.09,0,1,26,0,0,0
45.4,0,2.51,47.91,0,1,8,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
15.99,0,0.88,16.87,0,1,8,0,0,0
11,0,0.61,11.61,0,2,3.5,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
2,0,0.12,2.12,0,2,0.5,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
85.95,0,4.73,90.68,0,1,42,0,0,0
177,0,9.74,186.74,0,1,18,0,0,0
7,0,0.39,7.39,0,1,5,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
65,0,3.59,68.59,0,1,10,0,0,0
14,0,0.77,14.77,0,2,7,0,0,0
11.69,0,0.64,12.33,0,1,1.69,0,0,0
60.5,0,3.34,63.84,0,1,4,0,0,0
28,0,1.54,29.54,0,1,12,0,0,0
16.99,0,0.94,17.93,0,1,13.99,0,0,0
37.99,0,2.09,40.08,0,1,37.99,0,0,0
28,0,1.55,29.55,0,1,6,0,0,0
8.75,0,0.49,9.24,0,1,5,0,0,0
45,0,2.48,47.48,0,1,45,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
50,0,2.75,52.75,0,1,22,0,0,0
13,0,0.72,13.72,0,1,7,0,0,0
1.89,0,0.1,1.99,0,1,1.89,0,0,0
15,0,0.83,15.83,0,1,10,0,0,0
14.5,0,0.8,15.3,0,1,2.5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
240,0,13.2,253.2,0,2,120,0,0,0
2.74,0,0.15,2.89,0,1,0.99,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
7.5,0,0.42,7.92,0,1,2.5,0,0,0
24,0,1.32,25.32,0,2,5,0,0,0
89.49,0,4.93,94.42,0,1,2.5,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
55.98,0,3.08,59.06,0,2,27.99,0,0,0
30.99,0,1.71,32.7,0,1,3,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
25.75,0,1.42,27.17,0,1,22,0,0,0
42,9.16,0,51.16,0,1,30,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
21.5,0,1.19,22.69,0,1,3.5,0,0,0
34.5,0,1.91,36.41,0,1,2.5,0,0,0
14.8,0,0.82,15.62,0,1,11,0,0,0
39,0,2.15,41.15,0,2,12,0,0,0
151,0,8.31,159.31,0,5,16,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
20,0,1.11,21.11,0,1,3,0,0,0
25.49,0,1.4,26.89,0,1,4.49,0,0,0
15,0,0.84,15.84,0,1,5,0,0,0
60.99,0,3.36,64.35,0,1,16.49,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
11,0,0.61,11.61,0,1,3,0,0,0
2.95,0,0.16,3.11,0,1,2.95,0,0,0
42,0,2.32,44.32,0,1,25,0,0,0
29,0,1.6,30.6,0,1,24,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
57.9,0,3.19,61.09,0,1,28,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
28.5,0,1.57,30.07,0,1,4,0,0,0
2.84,0,0.15,2.99,0,1,1.89,0,0,0
47,0,2.59,49.59,0,1,10,0,0,0
44.98,0,2.47,47.45,0,1,13,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
68.99,0,3.79,72.78,2,1,26,0,0,0
28,0,1.54,29.54,0,1,18,0,0,0
5.49,0,0.3,5.79,0,1,4,0,0,0
13,0,0.72,13.72,0,1,8,0,0,0
144,0,7.94,151.94,0,1,40,0,0,0
41.95,0,2.31,44.26,0,1,20,0,0,0
70.99,0,3.9,74.89,0,1,26,0,0,0
34.99,0,1.92,36.91,0,1,34.99,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
48,0,2.64,50.64,0,1,2,0,0,0
56,0,3.08,59.08,0,1,28,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
8,0,0.44,8.44,0,1,2,0,0,0
55.99,0,3.08,59.07,0,1,32.99,0,0,0
1,0,0.06,1.06,0,1,1,0,0,0
49,0,2.71,51.71,0,1,5,0,0,0
17.75,0,0.99,18.74,0,1,5,0,0,0
10.29,0,0.57,10.86,0,1,7,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
104,0,5.73,109.73,0,1,20,0,0,0
44,0,2.42,46.42,0,1,16,0,0,0
24,0,1.32,25.32,0,1,12,0,0,0
49,0,2.7,51.7,0,1,25,0,0,0
4.25,0,0.23,4.48,0,1,4.25,0,0,0
9,0,0.5,9.5,0,1,9,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
26,0,1.43,27.43,0,2,12,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
252.92,0,13.91,266.83,0,2,12.99,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
35,0,1.93,36.93,0,1,2,0,0,0
11,0,0.61,11.61,0,1,4,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
25,0,1.39,26.39,0,2,0.5,0,0,0
77,0,4.24,81.24,0,1,40,0,0,0
17.5,0,0.98,18.48,0,1,3,0,0,0
36.99,0,2.03,39.02,0,1,18.99,0,0,0
23,0,1.27,24.27,0,1,11,0,0,0
28.99,0,1.6,30.59,0,1,6.99,0,0,0
31,0,1.72,32.72,0,1,13,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
59,0,3.25,62.25,0,1,19,0,0,0
36,0,1.98,37.98,0,1,14,0,0,0
3.38,0,0.19,3.57,0,2,1.69,0,0,0
22,0,1.21,23.21,0,2,4,0,0,0
87.98,0,4.85,92.83,0,1,37.99,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
36.99,0,2.03,39.02,0,1,18.99,0,0,0
11,0,0.61,11.61,0,1,4,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
34.99,7.9,0,42.89,0,1,34.99,0,0,0
23.85,0,1.31,25.16,0,3,0.95,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
30.5,0,1.69,32.19,0,1,18,0,0,0
93,0,5.12,98.12,0,1,18,0,0,0
14,0,0.77,14.77,0,1,4,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
105.99,0,5.83,111.82,0,1,4,0,0,0
62,0,3.41,65.41,0,1,4,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
24,0,1.32,25.32,0,2,12,0,0,0
42.99,0,2.37,45.36,0,1,8,0,0,0
46.5,0,2.57,49.07,0,1,15,0,0,0
27,0,1.49,28.49,0,1,9,0,0,0
7,0,0.39,7.39,0,1,5,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
20,0,1.11,21.11,0,1,5,0,0,0
124.97,0,6.86,131.83,0,1,44.99,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
11.5,0,0.64,12.14,0,1,9,0,0,0
44,0,2.42,46.42,0,1,44,0,0,0
29.5,0,1.63,31.13,0,1,4,0,0,0
42.49,0,2.34,44.83,0,1,18,0,0,0
4.5,0,0.25,4.75,0,1,4.5,0,0,0
25.5,0,1.41,26.91,0,1,22,0,0,0
29.99,0,1.65,31.64,0,1,29.99,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
19.99,0,1.1,21.09,0,1,2,0,0,0
3.5,0,0.2,3.7,0,1,1.75,0,0,0
1.69,0,0.09,1.78,0,1,1.69,0,0,0
4,0,0.22,4.22,0,2,2,0,0,0
36.5,0,2.01,38.51,0,1,8,0,0,0
120,0,6.6,126.6,0,1,120,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
65.98,0,3.63,69.61,0,1,37.99,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
39,0,2.16,41.16,0,1,5,0,0,0
77,0,4.24,81.24,0,1,49,0,0,0
23,0,1.27,24.27,0,1,7,0,0,0
23,0,1.27,24.27,0,1,6,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
102,0,5.62,107.62,0,1,25,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
26,0,1.43,27.43,0,1,10,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
15,0,0.83,15.83,0,1,5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
6,0,0.33,6.33,0,1,2,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
81.88,0,0,81.88,0,1,8,0,0,0
120.92,0,6.62,127.54,0,1,0.99,0,0,0
162,0,8.92,170.92,0,1,7,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
47.98,0,2.64,50.62,0,1,12,0,0,0
26.44,0,1.45,27.89,0,1,19,0,0,0
39.5,0,2.18,41.68,0,1,4.5,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
40,0,2.2,42.2,0,1,20,0,0,0
14,0,0.78,14.78,0,1,3,0,0,0
24.5,0,1.37,25.87,0,1,3,0,0,0
20,0,1.1,21.1,0,2,10,0,0,0
12.75,0,0.71,13.46,2.25,1,11,0,0,0
22,0,1.21,23.21,0,1,10,0,0,0
87.99,0,4.84,92.83,0,1,22,0,0,0
8.89,0,0.5,9.39,0,1,3.99,0,0,0
4.68,0,0.25,4.93,0,1,1.89,0,0,0
81.98,0,4.52,86.5,0,1,18,0,0,0
26,0,1.44,27.44,0,1,6,0,0,0
89.96,79.52,0,169.48,0,2,24.99,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
31.5,0,1.74,33.24,0,1,3.5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
26,0,1.43,27.43,0,1,6,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
71,0,3.91,74.91,0,1,12,0,0,0
30,0,1.65,31.65,0,1,2,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
54.5,0,3.01,57.51,0,1,25,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
53,0,2.92,55.92,0,1,12,0,0,0
56,0,3.08,59.08,0,1,28,0,0,0
26.95,0,1.48,28.43,0,1,20,0,0,0
6.5,0,0.36,6.86,0,2,3.25,0,0,0
3.5,0,0.2,3.7,0,2,1.75,0,0,0
45,0,2.48,47.48,0,1,28,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
10,0,0.55,10.55,0,2,5,0,0,0
144,0,7.92,151.92,0,1,20,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
49,0,2.7,51.7,0,1,49,0,0,0
72,0,3.97,75.97,0,1,47,0,0,0
37,0,2.03,39.03,5,1,30,0,0,0
33,0,1.82,34.82,0,1,13,0,0,0
81,0,4.46,85.46,0,1,76,0,0,0
54,0,2.97,56.97,0,1,8,0,0,0
50,0,0,50,0,1,50,0,0,0
45,0,2.48,47.48,0,1,45,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
10.99,0,0.6,11.59,0,1,10.99,0,0,0
25.74,0,1.42,27.16,0,1,3.75,0,0,0
14.5,0,0.81,15.31,0,5,0.5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
19.99,0,1.1,21.09,0,1,19.99,0,0,0
45,0,0,45,0,1,45,0,0,0
42,0,2.32,44.32,0,1,26,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
19.64,0,1.08,20.72,0,1,1.69,0,0,0
47,0,2.59,49.59,0,1,15,0,0,0
22,0,1.21,23.21,0,3,6,0,0,0
20.5,0,1.13,21.63,20.5,1,24,0,0,12
80,0,4.4,84.4,0,1,40,0,0,0
123.99,0,6.83,130.82,0,2,10,0,0,0
69.96,0,3.85,73.81,0,1,27.99,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
27,0,1.49,28.49,0,1,3,0,0,0
65.5,0,3.62,69.12,0,1,15,0,0,0
43,0,2.37,45.37,0,1,3,0,0,0
52,0,2.86,54.86,0,1,52,0,0,0
39.5,0,2.19,41.69,0,1,4,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
0.5,0,0.03,0.53,0,1,0.5,0,0,0
110,0,6.05,116.05,0,2,55,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
11.69,0,0.64,12.33,0,1,1.69,0,0,0
13,0,0.73,13.73,0,1,4.5,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
60,0,3.3,63.3,0,1,38,0,0,0
22,0,1.22,23.22,0,1,3,0,0,0
35,0,1.93,36.93,0,1,12,0,0,0
31,0,1.71,32.71,0,1,13,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
58,0,3.2,61.2,0,1,9,0,0,0
2.85,0,0.15,3,0,3,0.95,0,0,0
60,0,0,60,0,1,60,0,0,0
9,0,0.5,9.5,0,1,4,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
19,0,1.05,20.05,0,1,5,0,0,0
9.69,0,0.53,10.22,0,1,8,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
23.5,0,1.3,24.8,0,1,4.5,0,0,0
23,0,1.27,24.27,0,1,23,0,0,0
58,0,3.19,61.19,0,2,8,0,0,0
1.75,0,0.1,1.85,0,1,1.75,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
65,0,3.58,68.58,0,1,28,0,0,0
271.98,0,14.96,286.94,0,2,3,0,0,0
23,0,1.27,24.27,0,1,3,0,0,0
17.99,0,0.99,18.98,0,1,3,0,0,0
9.42,0,0.51,9.93,0,1,0.99,0,0,0
32,0,1.76,33.76,0,1,32,0,0,0
106,0,5.84,111.84,0,1,5,0,0,0
2.79,0,0.15,2.94,0,1,2.79,0,0,0
37,0,2.04,39.04,0,1,20,0,0,0
14.99,0,0.82,15.81,0,1,14.99,0,0,0
51.99,0,2.86,54.85,0,2,3,0,0,0
15.5,0,0.86,16.36,0,1,2.5,0,0,0
76,0,4.19,80.19,0,2,12,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
18,0,1,19,0,1,3,0,0,0
24,0,1.32,25.32,0,1,4,0,0,0
18,0,0.99,18.99,0,1,10,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
31.99,0,1.76,33.75,0,1,10.99,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
9,0,0.5,9.5,0,2,3,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
67,0,3.69,70.69,0,1,28,0,0,0
20.99,0,1.15,22.14,0,1,18.99,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
5.5,0,0.31,5.81,0,1,2.5,0,0,0
103.99,0,5.74,109.73,0,1,5,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
37,0,2.04,39.04,0,1,25,0,0,0
196,0,10.78,206.78,0,1,160,0,0,0
1,0,0.06,1.06,0,1,0.5,0,0,0
21.5,0,1.19,22.69,0,1,13,0,0,0
4.5,0,0.25,4.75,0,1,4.5,0,0,0
154,0,8.51,162.51,0,1,15,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
32.99,0,1.82,34.81,0,1,5,0,0,0
39.24,0,2.15,41.39,36.75,2,5,0,0,4
9.99,0,0.55,10.54,0,1,4,0,0,0
56,0,3.08,59.08,0,1,14,0,0,0
43,0,2.38,45.38,0,1,0.5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
43.5,0,2.41,45.91,0,1,13,0,0,0
2.33,0,0.12,2.45,0.41,1,0.99,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
48,0,2.65,50.65,0,1,10,0,0,0
17,0,0.94,17.94,0,1,12,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
