"Subtotal","Shipping","Taxes","Total","Discount Amount","Lineitem quantity","Lineitem price","Refunded Amount","Outstanding Balance","Lineitem discount"
57,0,3.14,60.14,0,2,12,0,0,0
38,0,2.09,40.09,0,1,18,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
88,0,4.84,92.84,0,1,20,0,0,0
25,0,1.38,26.38,0,1,20,0,0,0
61,0,3.36,64.36,0,1,25,0,0,0
48,0,2.65,50.65,0,1,43,0,0,0
9.6,0,0.53,10.13,0,1,9.6,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
3.5,0,0.2,3.7,0,1,1.75,0,0,0
18.7,0,1.03,19.73,3.3,1,22,0,0,0
6.8,0,0.38,7.18,1.2,1,4,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
34,0,1.87,35.87,0,1,16,0,0,0
54.99,0,3.02,58.01,0,1,20,0,0,0
50,0,2.75,52.75,10,1,60,0,0,10
21,0,1.17,22.17,0,1,3,0,0,0
40,0,2.2,42.2,0,2,20,0,0,0
56,0,3.08,59.08,0,1,30,0,0,0
24,0,1.32,25.32,0,1,8,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
26,0,1.43,27.43,0,1,26,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
22.98,0,1.26,24.24,0,1,10.99,0,0,0
11,0,0.61,11.61,0,1,6,0,0,0
25.95,0,1.43,27.38,0,1,8,0,0,0
24,0,1.32,25.32,0,1,12,0,0,0
31.99,0,1.76,33.75,0,1,31.99,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
2.88,0,0.15,3.03,0,1,1.89,0,0,0
54,0,2.99,56.99,0,1,25,0,0,0
38,0,2.09,40.09,0,1,14,0,0,0
29,0,1.6,30.6,0,1,29,0,0,0
19,0,1.05,20.05,0,1,5,0,0,0
34.5,0,1.91,36.41,0,1,2,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
57.99,0,3.19,61.18,0,1,28,0,0,0
44.99,0,2.47,47.46,0,1,44.99,0,0,0
29,0,1.6,30.6,0,1,12,0,0,0
7,0,0.39,7.39,0,1,5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
49,0,2.7,51.7,0,1,49,0,0,0
23,0,1.27,24.27,0,1,8,0,0,0
19.5,0,1.08,20.58,0,1,3.5,0,0,0
109.94,0,6.05,115.99,2,1,12,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
48,0,2.64,50.64,0,1,20,0,0,0
44.2,0,2.43,46.63,7.8,1,52,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
7,0,0.39,7.39,0,1,6,0,0,0
13,0,0.72,13.72,0,2,6,0,0,0
34,0,1.88,35.88,0,1,10,0,0,0
52.98,0,2.92,55.9,0,1,6,0,0,0
37,0,2.04,39.04,0,1,13,0,0,0
108.99,0,5.99,114.98,0,1,20,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
52.8,0,2.91,55.71,0,1,25,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
12,2,0.77,14.77,0,1,12,0,0,0
60,0,3.31,63.31,0,2,5,0,5.27,0
52.99,0,2.92,55.91,0,1,16.49,0,0,0
28.73,0,1.58,30.31,0,1,11.99,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
1.69,0,0.09,1.78,0,1,1.69,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
28,0,1.54,29.54,0,1,16,0,0,0
122,0,6.72,128.72,0,1,49,0,0,0
28.98,0,1.59,30.57,0,1,0.99,0,0,0
24.99,0,1.37,26.36,0,1,12.99,0,0,0
58.97,0,3.27,62.24,0,1,4,0,0,0
45,0,2.48,47.48,0,1,9,0,0,0
186.58,0,10.27,196.85,0,1,25,0,0,0
32,0,1.76,33.76,0,2,16,0,0,0
27,0,1.49,28.49,0,1,3,0,0,0
4,0,0.22,4.22,0,1,2,0,0,0
45,0,2.48,47.48,0,1,45,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
3,0,0.17,3.17,0,1,1,0,0,0
14.99,0,0.82,15.81,0,1,14,0,0,0
20.39,0,1.13,21.52,0,1,4,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
91.2,0,5.02,96.22,0,1,11.2,0,0,0
43,0,2.37,45.37,0,1,39,0,0,0
49,0,2.7,51.7,0,1,49,0,0,0
36,0,1.99,37.99,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
20,0,0,20,0,1,20,0,0,0
25.99,0,1.43,27.42,0,1,6,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
34,0,1.87,35.87,0,2,7,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
34.45,0,1.9,36.35,0,1,19.5,0,0,0
6.25,0,0.35,6.6,0,1,3.75,0,0,0
52.7,0,2.93,55.63,0,1,4,0,0,0
93,0,5.12,98.12,0,1,30,0,0,0
1.89,0,0.1,1.99,0,1,1.89,0,0,0
13.75,0,0.76,14.51,0,1,3.75,0,0,0
12,0,0.66,12.66,0,1,6,0,0,0
19,0,1.06,20.06,0,1,7,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
35,0,1.93,36.93,0,1,12,0,0,0
25.99,0,1.43,27.42,0,1,25,0,0,0
46,0,2.53,48.53,0,1,18,0,0,0
26,7.37,1.84,35.21,0,1,26,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
33,0,1.82,34.82,0,1,33,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
7.45,0,0.41,7.86,0,1,2.95,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
24.5,0,1.35,25.85,0,1,24.5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
30.95,0,1.71,32.66,0,1,13,0,0,0
47,0,2.6,49.6,0,1,5,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
17.44,0,0.98,18.42,0,1,0.5,0,0,0
60.75,0,3.35,64.1,0,1,3.75,0,0,0
37,0,2.05,39.05,0,1,5,0,0,0
10.99,0,0.6,11.59,0,1,10.99,0,0,0
6,0,0.33,6.33,0,2,3,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
8,0,0.45,8.45,0,1,4,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
3.38,0,0.19,3.57,0,2,1.69,0,0,0
55,0,3.03,58.03,0,1,30,0,0,0
5.5,0,0.31,5.81,0,1,2.5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
19.5,0,1.08,20.58,0,1,19.5,0,0,0
6.38,0,0.35,6.73,1.12,1,3,0,0,0
67.96,0,3.75,71.71,11.99,1,14,0,0,0
18,0,0.99,18.99,0,1,12,0,0,0
83.49,0,4.59,88.08,0,1,18,0,0,0
8,0,0.45,8.45,0,1,5,0,0,0
20.95,0,1.15,22.1,0,1,6,0,0,0
26,0,1.43,27.43,0,1,26,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
63.98,0,3.53,67.51,0,1,3,0,0,0
85.99,0,4.74,90.73,0,1,19,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
83.99,0,4.63,88.62,0,1,24.99,0,0,0
25.5,0,1.41,26.91,4.5,1,10,0,0,0
82,0,4.52,86.52,0,1,68,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
11.2,0,0.62,11.82,0,1,11.2,0,0,0
35.25,0,1.95,37.2,0,1,22,0,0,0
3.75,0,0.21,3.96,0,1,3.75,0,0,0
38,0,2.09,40.09,0,1,12,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
17.49,0,0.96,18.45,0,1,2.5,0,0,0
44,0,2.43,46.43,0,1,3,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
28,0,1.54,29.54,0,1,18,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
20.99,0,1.16,22.15,0,1,2.79,0,0,0
68,0,3.74,71.74,0,1,34,0,0,0
30,0,1.65,31.65,0,1,12,0,0,0
28.5,0,1.57,30.07,0,1,2.5,0,0,0
66.81,0,3.7,70.51,11.78,1,10,0,0,0
12.99,0,0.71,13.7,0,1,12.99,0,0,0
7.99,0,0.44,8.43,0,1,4.49,0,0,0
16.5,0,0.92,17.42,0,1,3.5,0,0,0
12.5,0,0.7,13.2,0,1,3,0,0,0
15,0,0.83,15.83,0,1,3,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
11,0,0.61,11.61,0,1,8,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
0.5,0,0.03,0.53,0,1,0.5,0,0,0
15,0,0.84,15.84,0,1,5,0,0,0
11,0,0.61,11.61,0,1,6,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
7,0,0.39,7.39,0,1,4,0,0,0
30.99,0,1.71,32.7,0,1,11,0,0,0
83,0,4.57,87.57,0,1,45,0,0,0
31,0,1.71,32.71,0,1,20,0,0,0
1,0,0.06,1.06,0,1,1,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
3.5,0,0.2,3.7,0,1,3.5,0,0,0
39.98,0,2.2,42.18,0,2,19.99,0,0,0
62,0,3.41,65.41,0,1,54,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
2.95,0,0.16,3.11,0,1,2.95,0,0,0
49,0,2.7,51.7,0,1,49,0,0,0
10.99,0,0.6,11.59,0,1,10.99,0,0,0
45.49,0,2.5,47.99,0,1,4.99,0,0,0
46.99,0,2.59,49.58,0,1,7,0,0,0
6,0,0.33,6.33,0,2,3,0,0,0
33,0,1.82,34.82,0,1,28,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
34,0,1.87,35.87,0,1,34,0,0,0
30.98,0,1.7,32.68,0,1,18.99,0,0,0
34,0,1.88,35.88,0,1,11,0,0,0
36,0,1.98,37.98,0,1,12,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
9.5,0,0.53,10.03,0,1,3,0,0,0
39.98,0,2.2,42.18,0,2,19.99,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
13,0,0.72,13.72,0,1,10,0,0,0
6.5,0,0.36,6.86,0,1,4.5,0,0,0
10,0,0.56,10.56,0,1,3,0,0,0
52,0,2.86,54.86,0,1,22,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
64.99,0,3.57,68.56,0,3,18,0,0,0
10,0,0.55,10.55,0,2,5,0,0,0
83.68,0,4.6,88.28,0,1,10,0,0,0
96,0,5.28,101.28,0,1,18,0,0,0
33,0,1.82,34.82,0,1,5,0,0,0
18,0,1,19,0,1,4.5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
51,0,2.81,53.81,0,1,15,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
62.3,0,3.44,65.74,0,1,18,0,0,0
16.49,0,0.9,17.39,0,1,16.49,0,0,0
4.5,0,0.25,4.75,0,1,2.5,0,0,0
8,0,0.44,8.44,0,2,4,0,0,0
34,0,1.87,35.87,0,1,18,0,0,0
41,0,2.26,43.26,0,1,11,0,0,0
49,0,2.7,51.7,0,1,15,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
19,0,1.05,20.05,0,1,4,0,0,0
47.49,0,2.61,50.1,0,1,4,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
39.75,0,2.19,41.94,0,1,26,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
28,0,1.55,29.55,0,1,9,0,0,0
13,0,0.72,13.72,0,1,4,0,0,0
18.5,0,1.02,19.52,0,2,9,0,0,0
4,0,0.22,4.22,0,1,2,0,0,0
41.5,0,2.29,43.79,0,2,10,0,0,0
43.5,0,2.4,45.9,0,1,2.5,0,0,0
53.95,0,2.97,56.92,0,1,5,0,0,0
28.75,0,1.59,30.34,21,1,8,0,0,4
26,0,1.43,27.43,0,1,26,0,0,0
11,0,0.61,11.61,0,1,6,0,0,0
35.5,0,1.96,37.46,0,1,4.5,0,0,0
36,0,1.98,37.98,0,1,28,0,0,0
56,0,3.08,59.08,0,1,28,0,0,0
36.5,0,2.01,38.51,0,1,0.5,0,0,0
52,0,2.86,54.86,0,1,10,0,0,0
74,0,4.08,78.08,0,1,3,0,0,0
26,0,1.43,27.43,0,2,10,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
24.99,0,1.37,26.36,0,1,24.99,0,0,0
8.99,0,0.49,9.48,0,1,8.99,0,0,0
5.75,0,0.32,6.07,0,1,3.75,0,0,0
25.98,0,1.42,27.4,0,1,4.99,0,0,0
62,0,3.42,65.42,0,1,15,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
126,0,6.93,132.93,0,1,28,0,0,0
8,0,0.44,8.44,0,2,2,0,0,0
12,0,0.66,12.66,0,1,10,0,0,0
5.75,0,0.32,6.07,0,1,5.75,0,0,0
15.12,0,0.84,15.96,9.83,1,17,0,0,6.85
47,0,2.6,49.6,0,5,5,0,0,0
0,0,0,0,10,1,10,0,0,0
20.95,0,1.15,22.1,0,1,2.95,0,0,0
53,0,2.92,55.92,0,1,15,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
58,0,3.19,61.19,0,1,16,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
54,0,2.97,56.97,0,1,16,0,0,0
31,0,1.71,32.71,0,1,8,0,0,0
40.99,0,2.25,43.24,2,1,24,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
2.99,0,0.16,3.15,0,1,2,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
27,0,1.5,28.5,0,1,5,0,0,0
22,0,1.22,23.22,0,1,19,0,0,0
57.49,0,3.16,60.65,0,1,24.5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
105,0,5.78,110.78,52,2,22,0,0,14
38,0,2.1,40.1,0,1,9,0,0,0
2.68,0,0.14,2.82,0,1,0.99,0,0,0
11.2,0,0.62,11.82,0,1,11.2,0,0,0
18.5,0,1.02,19.52,0,1,14,0,0,0
29,0,1.6,30.6,0,1,23,0,0,0
32,0,1.77,33.77,0,1,7,0,0,0
38,0,2.09,40.09,0,1,18,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
66,0,3.64,69.64,0,1,65,0,0,0
17,0,0.94,17.94,0,1,6,0,0,0
34.99,0,1.93,36.92,0,1,5,0,0,0
23.14,0,1.27,24.41,0,1,11.2,0,0,0
74,0,4.08,78.08,0,1,49,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
13,0,0.72,13.72,0,1,9,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
6,0,0.34,6.34,0,1,2.5,0,0,0
5.99,0,0.33,6.32,0,1,5.99,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
38,0,2.1,40.1,0,1,37,0,0,0
26,0,1.43,27.43,0,1,26,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
19.99,0,1.1,21.09,0,1,19.99,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
19.99,0,1.1,21.09,0,1,19.99,0,0,0
47.95,0,2.65,50.6,0,1,15,0,0,0
4.99,0,0.27,5.26,0,1,4.99,0,0,0
84.98,0,4.67,89.65,0,1,10.99,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
18.49,0,1.02,19.51,0,1,4.5,0,0,0
18,0,1,19,0,1,4,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
12.49,0,0.69,13.18,0,1,2,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
168.49,0,9.29,177.78,0,3,3,0,0,0
34,0,1.87,35.87,0,2,17,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
22.4,0,1.24,23.64,0,1,11.2,0,0,0
38,0,2.09,40.09,0,1,10,0,0,0
32,0,1.76,33.76,0,1,32,0,0,0
24.5,0,1.35,25.85,0,1,24.5,0,0,0
63.9,0,3.53,67.43,0,1,5,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
38,0,2.1,40.1,0,1,3,0,0,0
52,0,2.86,54.86,0,1,52,0,0,0
88,0,4.85,92.85,0,1,14,0,0,0
23.99,0,1.32,25.31,0,1,9,0,0,0
21.99,0,1.21,23.2,0,1,20,0,0,0
7,0,0.4,7.4,0,2,1.75,0,0,0
26,0,1.43,27.43,0,2,8,0,0,0
2.95,0,0.16,3.11,0,1,2,0,0,0
30.99,0,1.71,32.7,0,1,5,0,0,0
10.85,0,0.59,11.44,0,1,4,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
54,0,2.98,56.98,0,1,29,0,0,0
82.25,0,4.53,86.78,0,1,14,0,0,0
50,0,0,50,0,1,50,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
14,0,0.77,14.77,0,2,2,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
18.75,0,1.04,19.79,0,1,6,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
1.69,0,0.09,1.78,0,1,1.69,0,0,0
6.69,0,0.37,7.06,0,1,1.69,0,0,0
38.5,0,2.13,40.63,0,1,4,0,0,0
44,0,2.44,46.44,0,1,22,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
21,0,1.16,22.16,0,2,2,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
5.5,0,0.31,5.81,0,2,2.75,0,0,0
31.5,0,1.74,33.24,0,1,3,0,0,0
7,0,0.39,7.39,0,1,3,0,0,0
7,0,0.39,7.39,0,1,3,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
38,0,2.09,40.09,0,2,12,0,0,0
72,0,3.96,75.96,0,1,72,0,0,0
48,0,2.65,50.65,0,1,18,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
14,0,0.77,14.77,0,1,8,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
174,0,0,174,0,1,162,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
6.5,0,0.36,6.86,0,1,2,0,0,0
71.99,0,3.97,75.96,0,1,28,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
48.99,0,2.7,51.69,0,1,28,0,0,0
35.7,0,1.97,37.67,22.3,1,26,0,0,10.4
39.98,0,2.2,42.18,0,2,19.99,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
11,0,0.61,11.61,0,1,7,0,0,0
45.99,0,2.53,48.52,0,1,8,0,0,0
32,0,1.76,33.76,0,1,12,0,0,0
18.25,0,1,19.25,0,1,14,0,0,0
44,0,2.42,46.42,0,1,24,0,0,0
13,0,0.72,13.72,0,1,3,0,0,0
79,0,4.36,83.36,0,1,12,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
19,0,1.05,20.05,0,1,14,0,0,0
32,0,1.76,33.76,0,1,14,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
24,8.12,0,32.12,0,2,12,0,0,0
23,0,1.28,24.28,18,1,15,0,0,6
1.5,0,0.09,1.59,0,1,0.5,0,0,0
36,0,1.98,37.98,0,1,24,0,0,0
32,0,1.77,33.77,0,1,12,0,0,0
50.99,0,2.82,53.81,0,1,15,0,0,0
18.75,0,1.03,19.78,0,1,14,0,0,0
22.5,0,1.24,23.74,0,1,2.5,0,0,0
20,0,1.1,21.1,0,1,14,0,0,0
24.99,0,1.37,26.36,0,1,24.99,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
10,0,0.56,10.56,0,1,2.5,0,0,0
108,0,5.94,113.94,0,1,100,0,0,0
17.5,0,0.97,18.47,0,1,4,0,0,0
45.95,0,2.53,48.48,0,1,45,0,0,0
0.95,0,0.05,1,0,1,0.95,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
54.99,0,3.02,58.01,0,1,12,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
5.5,0,0.31,5.81,0,1,5,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
79,0,4.36,83.36,0,1,7,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
32,0,1.77,33.77,0,1,11,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
105,0,5.78,110.78,0,1,20,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
63,0,3.47,66.47,0,1,3,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
375,0,20.63,395.63,0,1,375,0,0,0
38,0,2.1,40.1,0,1,19,0,0,0
121.5,0,6.69,128.19,0,1,24.5,0,0,0
72,0,3.97,75.97,0,1,17,0,0,0
84,0,4.62,88.62,0,1,4,0,0,0
27,0,1.5,28.5,0,1,9,0,0,0
102,0,5.65,107.65,18,1,5,0,0,0
5.95,0,0.33,6.28,1.05,1,3,0,0,0
23,0,1.27,24.27,0,1,5,0,0,0
32.09,0,1.77,33.86,5.66,1,10,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
3.44,0,0.19,3.63,0,1,1.69,0,0,0
30,0,1.65,31.65,0,1,18,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
54,0,2.97,56.97,0,1,30,0,0,0
44,0,2.42,46.42,0,2,14,0,0,0
65,0,3.59,68.59,0,1,5,0,0,0
24,0,1.32,25.32,0,1,12,0,0,0
20,0,1.11,21.11,0,1,5,0,0,0
39,0,2.15,41.15,0,1,12,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
10,0,0.55,10.55,0,2,5,0,0,0
2,0,0.12,2.12,0,2,0.5,0,0,0
3.5,0,0.2,3.7,0,1,3.5,0,0,0
54,0,2.97,56.97,0,1,10,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
35.99,0,1.99,37.98,0,1,4.5,0,0,0
13.5,0,0.75,14.25,0,1,4.5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
19.5,0,1.08,20.58,0,1,8,0,0,0
112,0,6.17,118.17,0,1,5,0,0,0
14.25,0,0.8,15.05,0,1,1.75,0,0,0
34,0,1.88,35.88,0,1,14,0,0,0
32,0,1.76,33.76,0,1,12,0,0,0
5.73,0,0.32,6.05,0,1,3.75,0,0,0
36,0,1.98,37.98,0,1,18,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
42.5,0,2.35,44.85,0,1,3,0,0,0
22.15,0,1.22,23.37,0,1,2.95,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
51.5,0,2.84,54.34,0,1,28,0,0,0
43,0,2.37,45.37,0,1,18,0,0,0
27.99,0,1.54,29.53,0,1,27.99,0,0,0
56,0,3.08,59.08,0,2,10,0,0,0
27.6,0,1.52,29.12,18.4,1,46,0,0,18.4
56.99,0,3.13,60.12,0,1,16,0,0,0
15.74,0,0.87,16.61,0,1,3.75,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
11.75,0,0.65,12.4,0,1,8,0,0,0
18.5,0,1.02,19.52,0,1,4,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
31,0,1.72,32.72,0,1,25,0,0,0
70.99,0,3.91,74.9,0,1,28,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
1.5,0,0.09,1.59,0,1,0.5,0,0,0
74.99,0,4.12,79.11,0,1,10,0,0,0
14.75,0,0.82,15.57,0,1,5,0,0,0
100.99,0,5.57,106.56,0,1,14,0,0,0
82,0,4.52,86.52,0,2,7,0,0,0
70,0,3.85,73.85,0,1,28,0,0,0
29,0,1.6,30.6,0,1,19,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
224,0,12.33,236.33,0,1,59,0,0,0
72,0,3.97,75.97,0,1,65,0,0,0
11.5,0,0.64,12.14,0,1,2.5,0,0,0
108.99,0,6,114.99,0,1,54.99,0,0,0
42.99,0,2.39,45.38,0,1,18,0,0,0
14.99,0,0.82,15.81,0,1,14.99,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
72,0,3.97,75.97,0,1,9,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
64.99,0,3.58,68.57,0,1,31.99,0,0,0
25,0,1.38,26.38,0,1,13,0,0,0
82.25,0,4.53,86.78,0,2,15,0,0,0
55,0,0.28,55.28,0,1,5,0,0,0
9,0,0.51,9.51,0,1,3,0,0,0
6,0,0.33,6.33,0,3,2,0,0,0
53.99,0,2.97,56.96,0,1,18.99,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
112,0,6.16,118.16,0,1,32,0,0,0
13.5,0,0.75,14.25,0,1,4,0,0,0
0.5,0,0.03,0.53,0,1,0.5,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
0,0,0,0,0,1,0,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
39.2,0,2.16,41.36,0,1,12,0,0,0
18,0,1,19,0,1,5,0,0,0
9.75,0,0.54,10.29,0,1,1.75,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
13,0,0.72,13.72,0,1,12,0,0,0
39.95,0,2.2,42.15,13,1,26,0,0,13
26,0,1.43,27.43,0,1,26,0,0,0
62,0,3.41,65.41,0,2,13,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
12,0,0.66,12.66,0,1,6,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
79,0,4.35,83.35,0,1,25,0,0,0
50,0,2.76,52.76,7,1,52,0,0,7
47.54,0,2.61,50.15,43.45,1,18,0,0,7.2
4,0,0.22,4.22,0,1,4,0,0,0
40,0,2.2,42.2,0,1,4,0,0,0
129.99,0,7.16,137.15,0,1,28,0,29.54,0
2,0,0.11,2.11,0,4,0.5,0,0,0
2.95,0,0.16,3.11,0,1,2.95,0,0,0
61,0,3.36,64.36,0,1,46,0,0,0
17,0,0.94,17.94,0,1,8,0,0,0
31.48,0,1.73,33.21,0,1,7.99,0,0,0
12.95,0,0.72,13.67,0,1,5,0,0,0
10.99,0,0.6,11.59,0,1,4.99,0,0,0
6,0,0.33,6.33,0,1,4,0,0,0
103.5,0,5.7,109.2,0,1,0.5,0,0,0
95.5,0,5.26,100.76,0,1,5,0,0,0
